City,CityID,Area,Address,TransDate,Year,Type,Price,lat,lng
臺北市,A,士林區,臺北市士林區雙溪街91~120號,2016/11/22,2016,華廈(10層含以下有電梯),740225,25.1009312,121.5275306
臺北市,A,士林區,臺北市士林區天母北路87巷2弄1~30號,2016/11/19,2016,華廈(10層含以下有電梯),525299,25.12252,121.526962
臺北市,A,士林區,臺北市士林區承德路四段297巷31~60號,2016/11/22,2016,公寓(5樓含以下無電梯),334767,25.0805737,121.5225481
臺北市,A,士林區,臺北市士林區德行東路46巷6弄1~30號,2016/10/25,2016,公寓(5樓含以下無電梯),562572,25.1063567,121.5261548
臺北市,A,士林區,臺北市士林區忠誠路一段91~120號,2016/11/16,2016,華廈(10層含以下有電梯),709269,25.104641,121.528222
臺北市,A,士林區,臺北市士林區社中街250巷1~30號,2016/11/21,2016,公寓(5樓含以下無電梯),255580,25.09205,121.507388
臺北市,A,大安區,臺北市大安區和平東路三段271~300號,2016/11/30,2016,華廈(10層含以下有電梯),321154,25.0223056,121.5550507
臺北市,A,大安區,臺北市大安區和平東路一段119巷1~30號,2016/11/1,2016,華廈(10層含以下有電梯),1098621,25.0267169,121.529414
臺北市,A,士林區,臺北市士林區葫蘆街121~150號,2016/12/9,2016,公寓(5樓含以下無電梯),165451,25.0831743,121.5077768
臺北市,A,大安區,臺北市大安區臥龍街301~330號,2016/10/30,2016,住宅大樓(11層含以上有電梯),759117,25.0169789,121.55974
臺北市,A,北投區,臺北市北投區珠海路121~150號,2016/10/18,2016,公寓(5樓含以下無電梯),333174,25.1423283,121.5062733
臺北市,A,松山區,臺北市松山區南京東路五段211~240號,2016/11/15,2016,套房(1房1廳1衛),765818,25.05189,121.5578
臺北市,A,松山區,臺北市松山區南京東路五段31~60號,2016/11/7,2016,套房(1房1廳1衛),717395,25.0517805,121.5584054
臺北市,A,信義區,臺北市信義區松山路482巷1~30號,2016/11/14,2016,住宅大樓(11層含以上有電梯),685821,25.047171,121.577435
臺北市,A,信義區,臺北市信義區基隆路一段1~30號,2016/11/16,2016,住宅大樓(11層含以上有電梯),655478,25.048245,121.568998
臺北市,A,松山區,臺北市松山區光復北路120巷1~30號,2016/11/6,2016,華廈(10層含以下有電梯),730264,25.0484203,121.5580718
臺北市,A,大同區,臺北市大同區赤峰街1~30號,2016/11/19,2016,華廈(10層含以下有電梯),739461,25.053485,121.519188
臺北市,A,萬華區,臺北市萬華區萬大路449巷10弄1~30號,2016/9/28,2016,公寓(5樓含以下無電梯),366559,25.0204772,121.4986905
臺北市,A,中山區,臺北市中山區樂群二路121~150號,2016/10/19,2016,華廈(10層含以下有電梯),523296,25.0799027,121.5560011
臺北市,A,內湖區,臺北市內湖區港華街1~30號,2016/10/23,2016,公寓(5樓含以下無電梯),489230,25.0823766,121.577905
臺北市,A,萬華區,臺北市萬華區大理街91~120號,2016/10/25,2016,住宅大樓(11層含以上有電梯),715233,25.0343787,121.4986864
臺北市,A,北投區,臺北市北投區三合街一段79巷31~60號,2014/11/17,2014,華廈(10層含以下有電梯),686512,25.1269456,121.5053447
臺北市,A,北投區,臺北市北投區三合街一段79巷31~60號,2014/4/7,2014,華廈(10層含以下有電梯),832053,25.1269456,121.5053447
臺北市,A,北投區,臺北市北投區承德路七段331~360號,2016/11/11,2016,住宅大樓(11層含以上有電梯),515904,25.1171929,121.5041552
